By downloading this data it is implied that you have read and agreed to the Disclaimer Document
and will abide by its terms and conditions.

This report was generated at 06:07:25 on 19 June 2017.

WELL HEADER DATA
ORDERED BY WELL NAME
WELL NAME,WELL ALIAS,ENO,UNO,STATE,LATITUDE(Dec Deg;GDA94),LONGITUDE(Dec Deg;GDA94),UTM ZONE,EASTING,NORTHING,ORIGINAL GEOGRAPHIC DATUM,BASIN/SUB-BASIN (WCR),BASIN/SUB-BASIN (GA),WELL STATUS,TOTAL DEPTH DATE,TOTAL DEPTH(mKB),WELL TYPE,PLATFORM,FIELD,LOCATION,ELEVATION/WATER DEPTH(m),TITLE,LAW,OPERATOR,CONTRACTOR,RIGMAKE/RIGMODEL,SPUD DATE,RIG RELEASE DATE,KELLY BUSHING/ROTARY TABLE,KB/RT HEIGHT(m),REMARK,OBJECTIVE (WCR),SUMMARY (WCR),RESFACS_SAMPLES,ORGCHEM_SAMPLES,STRATDAT_SAMPLES,CUTTINGS,CONVENTIONAL_CORES,UNSPECIFIED_CORES,SIDEWALL_BULLET_CORES,SIDEWALL_MECHANICAL_CORES
"Maple 1","",13188,1342690,1,"86483",3072,3075,150.12,150.9,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.31,1.84,2.66,.87,434,0.14,211.49,305.75,"",,,,,,,,,
"Maple 1","",13188,1342619,1,"86485",3087,3090,154.01,154.27,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.26,1.74,6.4,.88,432,0.13,197.73,727.27,"",,,,,,,,,
"Maple 1","",13188,1342691,1,"86484",3087,3087,154.01,154.01,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.28,5.36,1.01,1.45,437,0.05,369.66,69.66,"",,,,,,,,,
"Maple 1","",13188,1342620,1,"86486",3109,3109,155.95,155.95,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",,,,.09,,,,,"",,,,,,,,,
"Maple 1","",13188,1342621,1,"86487",3120,3123,155.95,155.95,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.47,3.29,3.13,1.17,432,0.13,281.20,267.52,"",,,,,,,,,
"Maple 1","",13188,1342622,1,"86488",3140,3140,155.95,155.95,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.76,4.54,.16,1.45,432,0.14,313.10,11.03,"Analabs",,,,,0,4,15,82,
"Maple 1","",13188,1342622,1,"86488",3140,3140,155.95,155.95,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","",,,,,,,,,"Keiraville Konsultants",.58,.44,.67,9,,,,,
"Maple 1","",13188,1342623,1,"86489",3156,3159,158.31,158.53,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.56,4.99,1.77,1.57,436,0.10,317.83,112.74,"",,,,,,,,,
"Maple 1","",13188,1342624,1,"86490",3174,3177,159.64,159.86,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.77,6.87,2.08,1.95,437,0.10,352.31,106.67,"",,,,,,,,,
"Maple 1","",13188,1342625,1,"86491",3192,3195,160.46,160.47,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.37,3.17,3.21,1.25,436,0.10,253.60,256.80,"",,,,,,,,,
"Maple 1","",13188,1342626,1,"86492",3210,3210,160.5,160.5,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.66,5.22,1.82,1.85,440,0.11,282.16,98.38,"Analabs",,,,,0,32,10,58,
"Maple 1","",13188,1342626,1,"86492",3210,3210,160.5,160.5,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","",,,,,,,,,"Keiraville Konsultants",.61,.48,.72,15,,,,,
"Maple 1","",13188,1342627,1,"86493",3228,3231,160.53,160.54,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.66,5.21,3.04,1.8,439,0.11,289.44,168.89,"",,,,,,,,,
"Maple 1","",13188,1342628,1,"86494",3243,3246,160.56,160.57,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.71,4.59,3.56,1.9,437,0.13,241.58,187.37,"",,,,,,,,,
"Maple 1","",13188,1342629,1,"86495",3258,3258,160.59,160.59,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",1.1,5.84,6.26,2.5,436,0.16,233.60,250.40,"Analabs",,,,,0,9,18,73,
"Maple 1","",13188,1342629,1,"86495",3258,3258,160.59,160.59,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","",,,,,,,,,"Keiraville Konsultants",.61,.49,.75,16,,,,,
"Maple 1","",13188,1342630,1,"86496",3276,3279,160.62,160.63,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.63,4.47,3.85,1.65,439,0.12,270.91,233.33,"",,,,,,,,,
"Maple 1","",13188,1342631,1,"86497",3298.5,3298.5,160.67,160.67,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.83,5.73,.91,2,441,0.13,286.50,45.50,"",,,,,,,,,
"Maple 1","",13188,1342632,1,"86498",3321,3324,160.71,160.71,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.82,5.53,3.88,2,439,0.13,276.50,194.00,"",,,,,,,,,
"Maple 1","",13188,1342633,1,"86499",3336.5,3336.5,160.74,160.74,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.65,2.51,1.43,1.45,441,0.21,173.10,98.62,"Analabs",,,,,0,19,25,56,
"Maple 1","",13188,1342633,1,"86499",3336.5,3336.5,160.74,160.74,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","",,,,,,,,,"Keiraville Konsultants",.62,.5,.73,23,,,,,
"Maple 1","",13188,1342634,1,"86500",3357,3360,160.78,160.78,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.92,6.07,3.05,2.15,437,0.13,282.33,141.86,"",,,,,,,,,
"Maple 1","",13188,1342635,1,"86501",3384,3387,160.83,160.83,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.72,4.43,4.65,1.75,438,0.14,253.14,265.71,"",,,,,,,,,
"Maple 1","",13188,1342636,1,"86502",3399,3402,160.86,160.86,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",1.14,5.49,3.34,2.6,436,0.17,211.15,128.46,"Analabs",,,,,0,17,21,63,
"Maple 1","",13188,1342636,1,"86502",3399,3402,160.86,160.86,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","",,,,,,,,,"Keiraville Konsultants",.63,.49,.74,28,,,,,
"Maple 1","",13188,1342637,1,"86503",3411,3414,160.88,160.89,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",1.01,5.2,3.55,2.15,437,0.16,241.86,165.12,"",,,,,,,,,
"Maple 1","",13188,1342638,1,"86504",3427,3427,160.91,160.91,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.95,8.04,.67,2.2,439,0.11,365.45,30.45,"Analabs",,,,,0,4,12,85,
"Maple 1","",13188,1342638,1,"86504",3427,3427,160.91,160.91,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","",,,,,,,,,"Keiraville Konsultants",.64,.5,.75,21,,,,,
"Maple 1","",13188,1342639,1,"86505",3444,3447,160.94,160.95,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.83,3.31,3.54,1.75,437,0.20,189.14,202.29,"",,,,,,,,,
"Maple 1","",13188,1342640,1,"86506",3462,3465,160.98,160.98,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.91,4.13,3.42,1.85,440,0.18,223.24,184.86,"Analabs",,,,,0,19,25,56,
"Maple 1","",13188,1342640,1,"86506",3462,3465,160.98,160.98,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","",,,,,,,,,"Keiraville Konsultants",.61,.51,.69,26,,,,,
"Maple 1","",13188,1342641,1,"86507",3480,3483,161.01,161.02,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",1.15,5.5,3.91,2.05,435,0.17,268.29,190.73,"",,,,,,,,,
"Maple 1","",13188,1342642,1,"86508",3501,3504,161.05,161.06,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",1.28,4.76,2.9,2.25,440,0.21,211.56,128.89,"",,,,,,,,,
"Maple 1","",13188,1342643,1,"86509",3519,3519,161.09,161.09,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",1.45,4.95,1.76,2.2,445,0.23,225.00,80.00,"Analabs",,,,,0,14,29,57,
"Maple 1","",13188,1342643,1,"86509",3519,3519,161.09,161.09,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","",,,,,,,,,"Keiraville Konsultants",.6,.52,.69,26,,,,,
"Maple 1","",13188,1342644,1,"86510",3537,3540,161.12,161.13,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",1.29,4.67,2.18,2.05,440,0.22,227.80,106.34,"",,,,,,,,,
"Maple 1","",13188,1342645,1,"86511",3558,3561,161.16,161.17,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",1.13,3.14,2.19,1.7,439,0.26,184.71,128.82,"",,,,,,,,,
"Maple 1","",13188,1342646,1,"86512",3572,3572,161.19,161.19,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.74,2.45,1.42,1.1,447,0.23,222.73,129.09,"Analabs",,,,,0,33,22,44,
"Maple 1","",13188,1342646,1,"86512",3572,3572,161.19,161.19,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","",,,,,,,,,"Keiraville Konsultants",.63,.52,.79,29,,,,,
"Maple 1","",13188,1342647,1,"86513",3588,3591,161.22,161.22,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",1.23,3.74,1.89,1.68,439,0.25,222.62,112.50,"",,,,,,,,,
"Maple 1","",13188,1342648,1,"86514",3606,3609,161.4,161.48,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.97,2.86,2.29,1.35,441,0.25,211.85,169.63,"",,,,,,,,,
"Maple 1","",13188,1364751,1,"86515",3614,3614,161.61,161.61,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.98,2.89,1.05,1.25,446,0.25,231.20,84.00,"",,,,,,,,,
"Maple 1","",13188,1342649,1,"86516",3621,3624,161.79,161.87,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",.89,2.56,2.44,1.35,440,0.26,189.63,180.74,"",,,,,,,,,
"Maple 1","",13188,1342650,1,"86517",3646,3646,162.45,162.45,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",1.14,2.88,.39,1.45,446,0.28,198.62,26.90,"Analabs",,,,,0,44,22,33,
"Maple 1","",13188,1342650,1,"86517",3646,3646,162.45,162.45,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","",,,,,,,,,"Keiraville Konsultants",.66,.56,.75,28,,,,,
"Maple 1","",13188,1342651,1,"86518",3660,3663,162.82,162.9,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",,,,.61,,,,,"",,,,,,,,,
"Maple 1","",13188,1342652,1,"86519",3674.8,3674.8,163.21,163.21,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/1104 ","Analabs",,,,.35,,,,,"",,,,,,,,,
"Maret 1","",13213,1369043,1,"88908",1955.1,1955.1,66.53,66.53,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 28","Geotechnical Services",,,,.33,,,,,"",,,,,,,,,
"Maret 1","",13213,1369043,1,"88908",1955.1,1955.1,66.53,66.53,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 28","",,,,,,,,,"Keiraville Konsultants",.46,.32,.64,25,,,,,
"Maret 1","",13213,1368273,1,"88909",2045,2045,66.9,66.9,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.45,,,,,"",,,,,,,,,
"Maret 1","",13213,1369044,1,"88910",2070,2070,67,67,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.36,.81,3.54,.81,424,0.31,100.00,437.04,"",,,,,,,,,
"Maret 1","",13213,1369045,1,"88911",2095,2095,67.67,67.67,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.43,,,,,"",,,,,,,,,
"Maret 1","",13213,1369046,1,"88912",2120,2120,67.83,67.83,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.47,,,,,"",,,,,,,,,
"Maret 1","",13213,1369047,1,"88913",2150,2150,68.22,68.22,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 25","Geotechnical Services",.1,.58,2.1,.7,420,0.15,82.86,300.00,"",,,,,,,,,
"Maret 1","",13213,1369047,1,"88913",2150,2150,68.22,68.22,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 25","",,,,,,,,,"Keiraville Konsultants",.44,.3,.62,25,,,,,
"Maret 1","",13213,1369048,1,"88914",2180,2180,69.26,69.26,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.22,.88,2.77,.92,425,0.20,95.65,301.09,"",,,,,,,,,
"Maret 1","",13213,1368272,1,"88915",2228,2228,69.46,69.46,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.15,.61,1.54,.65,422,0.20,93.85,236.92,"",,,,,,,,,
"Maret 1","",13213,1369049,1,"88916",2310,2310,69.79,69.79,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 23","Geotechnical Services",.03,.42,1.88,.74,420,0.07,56.76,254.05,"",,,,,,,,,
"Maret 1","",13213,1369049,1,"88916",2310,2310,69.79,69.79,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 23","",,,,,,,,,"Keiraville Konsultants",.46,.32,.6,25,,,,,
"Maret 1","",13213,1369050,1,"88917",2340,2340,70.62,70.62,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.12,.45,2.77,.59,423,0.21,76.27,469.49,"",,,,,,,,,
"Maret 1","",13213,1369051,1,"88918",2370,2370,71.45,71.45,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.21,.49,2.17,.58,422,0.30,84.48,374.14,"",,,,,,,,,
"Maret 1","",13213,1369052,1,"88919",2400,2400,72.28,72.28,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.08,.54,2.68,.71,421,0.13,76.06,377.46,"",,,,,,,,,
"Maret 1","",13213,1368271,1,"88920",2423.1,2423.1,72.92,72.92,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.46,,,,,"",,,,,,,,,
"Maret 1","",13213,1368259,1,"40549",2455.1,2455.1,73.81,73.81,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 21","",,,,,,,,,"Keiraville Konsultants",.5,.42,.55,6,,,,,
"Maret 1","",13213,1369053,1,"88921",2465,2465,74.08,74.08,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.03,.31,3.73,.5,419,0.09,62.00,746.00,"",,,,,,,,,
"Maret 1","",13213,1369054,1,"88922",2489.1,2489.1,74.75,74.75,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.35,,,,,"",,,,,,,,,
"Maret 1","",13213,1369055,1,"88923",2512,2512,75.38,75.38,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.25,,,,,"",,,,,,,,,
"Maret 1","",13213,1369056,1,"88924",2535,2535,76.02,76.02,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.34,,,,,"",,,,,,,,,
"Maret 1","",13213,1369057,1,"88925",2560,2560,76.71,76.71,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.34,,,,,"",,,,,,,,,
"Maret 1","",13213,1368270,1,"88926",2585,2585,77.4,77.4,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 16","Geotechnical Services",,,,.17,,,,,"",,,,,,,,,
"Maret 1","",13213,1368270,1,"88926",2585,2585,77.4,77.4,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 16","",,,,,,,,,"Keiraville Konsultants",.58,.44,.65,7,,,,,
"Maret 1","",13213,1369058,1,"88927",2615,2615,78.23,78.23,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.24,,,,,"",,,,,,,,,
"Maret 1","",13213,1369059,1,"88928",2640,2640,78.92,78.92,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.1,,,,,"",,,,,,,,,
"Maret 1","",13213,1369060,1,"88929",2670,2670,79.75,79.75,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.24,,,,,"",,,,,,,,,
"Maret 1","",13213,1369061,1,"88930",2701,2701,80.61,80.61,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.2,,,,,"",,,,,,,,,
"Maret 1","",13213,1369062,1,"88931",2730,2730,81.41,81.41,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.07,,,,,"",,,,,,,,,
"Maret 1","",13213,1368260,1,"40550",2750,2750,82.79,82.79,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","",,,,,,,,,"Keiraville Konsultants",.76,.65,.82,4,,,,,
"Maret 1","",13213,1369063,1,"88932",2755,2755,83.2,83.2,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.11,,,,,"",,,,,,,,,
"Maret 1","",13213,1369064,1,"88933",2785,2785,85.67,85.67,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.1,,,,,"",,,,,,,,,
"Maret 1","",13213,1369065,1,"88934",2814,2814,93.27,93.27,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.08,,,,,"",,,,,,,,,
"Maret 1","",13213,1369066,1,"88935",2840,2840,97.35,97.35,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.44,,,,,"",,,,,,,,,
"Maret 1","",13213,1368261,1,"40551",2850,2850,97.49,97.49,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","",,,,,,,,,"Keiraville Konsultants",.71,.56,.89,29,,,,,
"Maret 1","",13213,1369067,1,"88936",2870,2870,97.77,97.77,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.22,,,,,"",,,,,,,,,
"Maret 1","",13213,1369068,1,"88937",2900,2900,98.19,98.19,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.05,.55,.56,.7,429,0.08,78.57,80.00,"",,,,,,,,,
"Maret 1","",13213,1369069,1,"88938",2930,2930,98.61,98.61,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.09,.48,1.49,.61,427,0.16,78.69,244.26,"",,,,,,,,,
"Maret 1","",13213,1369070,1,"88939",2955,2955,98.95,98.95,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.08,.94,1.21,.75,434,0.08,125.33,161.33,"",,,,,,,,,
"Maret 1","",13213,1369071,1,"88940",2980,2980,99.3,99.3,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",6.85,34.31,1.19,6.09,422,0.17,563.38,19.54,"",,,,,,,,,
"Maret 1","",13213,1368269,1,"88941",2998,2998,99.55,99.55,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 60","Geotechnical Services",.09,.61,.5,.52,431,0.13,117.31,96.15,"",,,,,,,,,
"Maret 1","",13213,1368269,1,"88941",2998,2998,99.55,99.55,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 60","",,,,,,,,,"Keiraville Konsultants",.68,.53,.86,30,,,,,
"Maret 1","",13213,1369072,1,"88942",3025,3025,99.93,99.93,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.1,.75,.41,.62,429,0.12,120.97,66.13,"",,,,,,,,,
"Maret 1","",13213,1369073,1,"88943",3055.1,3055.1,100.35,100.35,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.09,.77,.63,.76,433,0.10,101.32,82.89,"",,,,,,,,,
"Maret 1","",13213,1369074,1,"88944",3072,3072,100.58,100.58,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.1,.95,.49,.87,432,0.10,109.20,56.32,"",,,,,,,,,
"Maret 1","",13213,1368257,1,"40546",3089.1,3089.1,100.82,100.82,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 54","",,,,,,,,,"Keiraville Konsultants",.71,.54,.94,32,,,,,
"Maret 1","",13213,1369007,1,"88945",3092,3092,100.86,100.86,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.18,,,,,"",,,,,,,,,
"Maret 1","",13213,1369008,1,"88946",3112,3112,101.14,101.14,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.18,,,,,"",,,,,,,,,
"Maret 1","",13213,1368268,1,"88947",3132,3132,126.79,126.79,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.13,1.21,.13,.84,432,0.10,144.05,15.48,"",,,,,,,,,
"Maret 1","",13213,1377973,1,"96900",3143,3152,130.11,131.24,"DRILL CHIPS/CUTTINGS","whole rock","Nippon Oil Expl(Vulcan)","File# = DAR1180 ","Geotechnical Services",.5,6.73,1.24,2.23,435,0.07,301.79,55.61,"",,,,,,,,,
"Maret 1","",13213,1369009,1,"88948",3147,3147,131.02,131.02,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.58,5.7,.96,2.07,433,0.09,275.36,46.38,"",,,,,,,,,
"Maret 1","",13213,1368258,1,"40547",3150,3150,131.06,131.06,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 47","",,,,,,,,,"Keiraville Konsultants",.68,.5,.85,23,,,,,
"Maret 1","",13213,1369010,1,"88949",3162,3162,132.13,132.13,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.33,2.33,.83,1.18,433,0.12,197.46,70.34,"",,,,,,,,,
"Maret 1","",13213,1369011,1,"88950",3173,3173,134.17,134.17,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.23,,,,,"",,,,,,,,,
"Maret 1","",13213,1368267,1,"88951",3188,3188,134.36,134.36,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.65,3.47,1.67,1.39,428,0.16,249.64,120.14,"",,,,,,,,,
"Maret 1","",13213,1369012,1,"88952",3203,3203,134.55,134.55,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 35","Geotechnical Services",.39,2.37,.27,1.31,435,0.14,180.92,20.61,"",,,,,,,,,
"Maret 1","",13213,1369012,1,"88952",3203,3203,134.55,134.55,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 35","",,,,,,,,,"Keiraville Konsultants",.75,.59,.91,25,,,,,
"Maret 1","",13213,1369013,1,"88953",3220,3220,134.99,134.99,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.59,4,1.84,1.83,428,0.13,218.58,100.55,"",,,,,,,,,
"Maret 1","",13213,1369014,1,"88954",3235,3235,135.88,135.88,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.7,7.99,.59,2.58,433,0.08,309.69,22.87,"",,,,,,,,,
"Maret 1","",13213,1377975,1,"96901",3245,3254,136.46,136.99,"DRILL CHIPS/CUTTINGS","whole rock","Nippon Oil Expl(Vulcan)","File# = DAR1180 ","Geotechnical Services",.36,3.91,2.55,1.86,430,0.08,210.22,137.10,"",,,,,,,,,
"Maret 1","",13213,1369015,1,"88955",3246,3246,136.52,136.52,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.91,5.94,.6,3,432,0.13,198.00,20.00,"",,,,,,,,,
"Maret 1","",13213,1369016,1,"88956",3255,3255,137.05,137.05,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.48,5.88,.35,2.36,433,0.08,249.15,14.83,"",,,,,,,,,
"Maret 1","",13213,1368254,1,"40543",3258,3258,139.55,139.55,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 32","",,,,,,,,,"Keiraville Konsultants",.76,.65,.85,7,,,,,
